Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Compound Name,Compound PubChem CID,Compound SMILES,Compound InChIKey,Compound Concentration (microMolar),Control Type,Comment [Control Type Comments],Channels
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Y-27632,448042,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,IYOZTVGMEWJPKR-VOMCLLRMSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Y-27632,448042,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,IYOZTVGMEWJPKR-VOMCLLRMSA-N,25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Y-27632,448042,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,IYOZTVGMEWJPKR-VOMCLLRMSA-N,25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Y-27632,448042,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,IYOZTVGMEWJPKR-VOMCLLRMSA-N,25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Wiskostatin,2775510,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,XUBJEDZHBUPBKL-UHFFFAOYSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.1,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.1,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.1,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.25,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Latrunculin B,6436219,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C,NSHPHXHGRHSMIK-JRIKCGFMSA-N,0.5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,5,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,10,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,Blebbistatin,5287792,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-GOSISDBHSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,50,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
NK cells traitements references Yolla 22112018__2018-11-22T15_58_29-Measurement 1b,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,"CD16-negative, CD56-bright NK cell",CL,CL_0000938,NK-92,SMIFH2,2258538,C1=CC(=CC(=C1)Br)N2C(=O)C(=CC3=CC=CO3)C(=O)NC2=S,MVFJHEQDISFYIS-XYOKQWHBSA-N,100,,,AF 488:actin; DAPI:DNA; AF 555:perforin; Bright-field
